planta,ind,radio,reproductiva,flores,categoria
planta 1,112,2.2,no,0,1
planta 1,6,4.1,si,1,1
planta 1,4,4.3,si,3,1
planta 1,9,4.4,si,8,1
planta 1,10,5.1,no,0,1
planta 1,7,5.5,no,0,1
planta 1,8,5.5,no,0,1
planta 1,114,6.9,no,0,1
planta 1,32,7.4,no,0,1
planta 1,2,8.1,si,20,1
planta 1,108,8.1,no,0,1
planta 1,21,9.1,no,0,1
planta 1,38,9.1,no,0,1
planta 1,39,9.8,no,0,1
planta 1,3,10,no,0,1
planta 1,528,10.1,no,0,2
planta 1,34,10.2,no,0,2
planta 1,219,10.4,no,0,2
planta 1,261,10.5,no,0,2
planta 1,436,10.5,no,0,2
planta 1,328,10.6,no,0,2
planta 1,466,10.8,no,0,2
planta 1,526,10.8,no,0,2
planta 1,529,10.8,no,0,2
planta 1,447,10.9,no,0,2
planta 1,337,11,no,0,2
planta 1,229,11.2,no,0,2
planta 1,410,11.2,no,0,2
planta 1,487,11.2,no,0,2
planta 1,175,11.3,no,0,2
planta 1,468,11.4,no,0,2
planta 1,142,11.6,no,0,2
planta 1,504,11.6,no,0,2
planta 1,492,11.9,no,0,2
planta 1,398,12.1,no,0,2
planta 1,170,12.5,no,0,2
planta 1,31,12.7,no,0,2
planta 1,432,12.8,no,0,2
planta 1,399,12.9,si,2,2
planta 1,512,13,no,0,2
planta 1,513,13.29,no,0,2
planta 1,197,13.3,no,0,2
planta 1,363,13.3,no,0,2
planta 1,67,13.4,no,0,2
planta 1,37,13.6,no,0,2
planta 1,498,13.69,si,10,2
planta 1,497,13.9,no,0,2
planta 1,25,14.1,no,0,2
planta 1,191,14.2,no,0,2
planta 1,44,14.4,no,0,2
planta 1,225,14.4,no,0,2
planta 1,264,14.5,no,0,2
planta 1,482,14.5,no,0,2
planta 1,341,15.11,si,1,2
planta 1,499,15.4,no,0,2
planta 1,101,15.5,no,0,2
planta 1,378,15.7,no,0,2
planta 1,33,15.8,no,0,2
planta 1,469,15.82,no,0,2
planta 1,96,15.9,no,0,2
planta 1,445,16,no,0,2
planta 1,483,16.02,no,0,2
planta 1,184,16.1,no,0,2
planta 1,200,16.3,no,0,2
planta 1,94,16.4,no,0,2
planta 1,353,16.56,no,0,2
planta 1,412,16.6,no,0,2
planta 1,306,16.8,no,0,2
planta 1,213,16.9,no,0,2
planta 1,310,16.9,no,0,2
planta 1,464,16.9,no,0,2
planta 1,484,16.9,no,0,2
planta 1,106,17,no,0,2
planta 1,189,17.3,no,0,2
planta 1,227,17.3,no,0,2
planta 1,202,17.4,no,0,2
planta 1,450,17.4,no,0,2
planta 1,188,17.5,no,0,2
planta 1,511,17.5,no,0,2
planta 1,68,17.6,no,4,2
planta 1,192,17.6,no,0,2
planta 1,206,17.9,no,0,2
planta 1,83,18,no,0,2
planta 1,439,18,no,0,2
planta 1,27,18.1,no,0,2
planta 1,524,18.1,no,0,2
planta 1,53,18.2,no,0,2
planta 1,455,18.3,no,0,2
planta 1,1,18.4,si,12,2
planta 1,220,18.51,no,0,2
planta 1,375,19.1,no,0,2
planta 1,509,19.2,no,0,2
planta 1,23,19.4,no,0,2
planta 1,208,19.4,no,0,2
planta 1,407,19.79,no,0,2
planta 1,530,19.8,no,0,2
planta 1,57,19.9,no,0,2
planta 1,141,19.9,no,0,2
planta 1,150,19.9,no,0,2
planta 1,444,19.98,no,0,2
planta 1,222,20,no,0,2
planta 1,35,20.2,no,0,3
planta 1,356,20.35,no,0,3
planta 1,207,20.4,no,0,3
planta 1,283,20.4,no,0,3
planta 1,118,20.5,no,0,3
planta 1,36,20.6,no,0,3
planta 1,297,20.6,no,0,3
planta 1,30,20.7,no,0,3
planta 1,29,20.8,no,0,3
planta 1,521,21.2,no,0,3
planta 1,110,21.3,no,0,3
planta 1,223,21.3,si,2,3
planta 1,502,21.56,no,0,3
planta 1,165,21.8,no,0,3
planta 1,209,21.8,no,0,3
planta 1,296,21.8,si,6,3
planta 1,422,21.83,no,0,3
planta 1,167,21.9,no,0,3
planta 1,311,21.9,no,0,3
planta 1,367,21.9,no,0,3
planta 1,228,22.1,no,0,3
planta 1,92,22.2,si,2,3
planta 1,117,22.2,no,0,3
planta 1,20,22.3,no,0,3
planta 1,218,22.3,no,0,3
planta 1,11,22.6,si,35,3
planta 1,396,22.6,no,0,3
planta 1,519,22.6,no,0,3
planta 1,373,22.61,no,0,3
planta 1,506,22.9,no,0,3
planta 1,429,23,no,0,3
planta 1,74,23.1,no,0,3
planta 1,525,23.15,no,0,3
planta 1,508,23.2,no,0,3
planta 1,354,23.23,no,0,3
planta 1,43,23.3,no,0,3
planta 1,351,23.32,no,0,3
planta 1,325,23.4,no,0,3
planta 1,442,23.5,no,0,3
planta 1,186,24,no,0,3
planta 1,440,24,no,0,3
planta 1,474,24.01,si,1,3
planta 1,423,24.02,no,0,3
planta 1,52,24.1,no,0,3
planta 1,89,24.2,no,0,3
planta 1,120,24.2,no,0,3
planta 1,168,24.2,si,2,3
planta 1,215,24.2,no,0,3
planta 1,414,24.2,no,0,3
planta 1,162,24.4,no,0,3
planta 1,433,24.4,no,0,3
planta 1,140,24.7,no,0,3
planta 1,19,24.8,no,0,3
planta 1,178,24.8,no,0,3
planta 1,230,25,no,0,3
planta 1,395,25.09,si,10,3
planta 1,28,25.2,no,0,3
planta 1,286,25.2,no,0,3
planta 1,394,25.24,no,0,3
planta 1,24,25.3,no,0,3
planta 1,122,25.3,no,0,3
planta 1,5,25.5,si,2,3
planta 1,113,25.5,si,1,3
planta 1,134,25.8,si,4,3
planta 1,459,25.8,no,0,3
planta 1,523,25.81,no,0,3
planta 1,532,25.99,no,0,3
planta 1,131,26,si,3,3
planta 1,500,26,no,0,3
planta 1,166,26.08,no,0,3
planta 1,366,26.2,no,0,3
planta 1,139,26.5,no,0,3
planta 1,302,26.5,no,0,3
planta 1,460,26.77,no,0,3
planta 1,386,26.9,no,0,3
planta 1,269,27,si,6,3
planta 1,379,27,no,0,3
planta 1,443,27.05,no,0,3
planta 1,392,27.08,no,0,3
planta 1,477,27.08,no,0,3
planta 1,54,27.1,si,6,3
planta 1,143,27.3,no,0,3
planta 1,385,27.3,no,0,3
planta 1,180,27.4,no,0,3
planta 1,237,27.4,si,2,3
planta 1,127,27.7,si,1,3
planta 1,301,27.7,no,0,3
planta 1,479,27.78,no,0,3
planta 1,507,27.9,no,0,3
planta 1,331,28,no,0,3
planta 1,233,28.1,si,8,3
planta 1,79,28.2,no,0,3
planta 1,182,28.3,no,0,3
planta 1,425,28.3,si,1,3
planta 1,457,28.31,no,0,3
planta 1,434,28.4,no,0,3
planta 1,426,28.59,no,0,3
planta 1,362,28.6,no,0,3
planta 1,365,28.7,no,0,3
planta 1,527,29.1,no,0,3
planta 1,463,29.11,no,0,3
planta 1,82,29.2,no,0,3
planta 1,522,29.27,no,0,3
planta 1,417,29.38,no,0,3
planta 1,97,29.5,no,0,3
planta 1,104,29.5,no,0,3
planta 1,486,29.5,no,0,3
planta 1,281,29.6,no,0,3
planta 1,446,29.62,no,0,3
planta 1,119,29.8,no,0,3
planta 1,129,29.8,no,0,3
planta 1,272,29.8,no,0,3
planta 1,415,29.81,no,0,3
planta 1,22,29.9,no,0,3
planta 1,405,29.9,no,0,3
planta 1,18,30,no,0,3
planta 1,133,30.08,no,0,4
planta 1,62,30.1,no,0,4
planta 1,196,30.1,si,3,4
planta 1,250,30.1,si,6,4
planta 1,505,30.27,no,0,4
planta 1,248,30.4,no,0,4
planta 1,404,30.6,no,0,4
planta 1,159,30.7,no,0,4
planta 1,401,30.76,no,0,4
planta 1,391,31.04,no,0,4
planta 1,406,31.2,no,0,4
planta 1,277,31.4,no,0,4
planta 1,388,31.4,no,0,4
planta 1,60,31.5,no,0,4
planta 1,321,31.6,no,0,4
planta 1,26,31.7,si,1,4
planta 1,147,31.7,no,0,4
planta 1,235,31.8,si,3,4
planta 1,205,31.9,no,0,4
planta 1,146,32.2,si,2,4
planta 1,448,32.28,no,0,4
planta 1,461,32.29,no,0,4
planta 1,402,32.6,no,0,4
planta 1,355,33,no,0,4
planta 1,98,33.06,no,0,4
planta 1,47,33.1,no,0,4
planta 1,345,33.1,no,0,4
planta 1,88,33.2,no,0,4
planta 1,116,33.4,si,1,4
planta 1,285,33.6,no,0,4
planta 1,85,33.7,si,1,4
planta 1,111,33.7,no,7,4
planta 1,288,33.7,no,0,4
planta 1,427,33.7,no,0,4
planta 1,193,33.9,no,0,4
planta 1,254,34.01,si,1,4
planta 1,138,34.3,no,0,4
planta 1,424,34.35,no,0,4
planta 1,80,34.5,si,1,4
planta 1,471,34.57,no,0,4
planta 1,531,34.82,no,0,4
planta 1,73,34.9,no,0,4
planta 1,128,35,si,4,4
planta 1,303,35,no,0,4
planta 1,435,35,no,0,4
planta 1,515,35.02,no,0,4
planta 1,514,35.23,no,0,4
planta 1,326,35.7,no,0,4
planta 1,441,35.75,no,0,4
planta 1,454,35.75,no,0,4
planta 1,84,35.9,no,0,4
planta 1,87,35.9,no,0,4
planta 1,319,35.9,no,0,4
planta 1,409,35.9,si,2,4
planta 1,102,36,no,0,4
planta 1,173,36,no,0,4
planta 1,148,36.1,no,0,4
planta 1,160,36.1,no,0,4
planta 1,336,36.37,no,0,4
planta 1,93,36.6,si,1,4
planta 1,135,36.6,si,4,4
planta 1,236,36.6,si,10,4
planta 1,300,36.7,no,0,4
planta 1,419,36.7,no,0,4
planta 1,342,36.8,no,0,4
planta 1,298,36.9,no,0,4
planta 1,161,37,no,0,4
planta 1,95,37.5,no,0,4
planta 1,408,37.59,si,5,4
planta 1,56,37.7,no,0,4
planta 1,413,37.7,no,0,4
planta 1,13,37.8,no,0,4
planta 1,307,37.8,si,12,4
planta 1,71,37.9,si,8,4
planta 1,211,37.9,no,0,4
planta 1,49,38,si,4,4
planta 1,452,38.13,no,0,4
planta 1,137,38.6,no,0,4
planta 1,107,38.7,no,0,4
planta 1,121,38.8,no,0,4
planta 1,420,38.8,si,10,4
planta 1,470,38.8,si,7,4
planta 1,475,39.15,no,0,4
planta 1,266,39.2,no,0,4
planta 1,132,39.4,no,0,4
planta 1,510,39.6,no,0,4
planta 1,15,39.9,si,3,4
planta 1,212,40,si,0,4
planta 1,90,40.2,no,0,5
planta 1,495,40.2,si,121,5
planta 1,100,40.3,no,0,5
planta 1,400,40.6,no,0,5
planta 1,91,40.7,no,0,5
planta 1,411,40.72,no,0,5
planta 1,323,40.8,no,0,5
planta 1,333,41,no,0,5
planta 1,390,41.06,no,0,5
planta 1,124,41.2,no,0,5
planta 1,155,41.2,no,0,5
planta 1,381,41.3,no,0,5
planta 1,421,41.3,si,10,5
planta 1,364,41.5,no,0,5
planta 1,458,41.95,no,0,5
planta 1,360,42,no,0,5
planta 1,430,42,no,0,5
planta 1,221,42.5,no,0,5
planta 1,246,42.5,no,0,5
planta 1,322,42.68,no,0,5
planta 1,194,42.9,no,0,5
planta 1,291,42.9,no,0,5
planta 1,123,43.2,no,0,5
planta 1,304,43.2,no,0,5
planta 1,251,43.3,no,0,5
planta 1,126,43.5,si,4,5
planta 1,201,43.6,no,0,5
planta 1,284,43.8,no,0,5
planta 1,315,43.8,no,0,5
planta 1,518,43.85,no,0,5
planta 1,312,43.9,si,10,5
planta 1,377,44.21,si,1,5
planta 1,346,45,no,0,5
planta 1,338,45.14,no,0,5
planta 1,86,45.3,no,0,5
planta 1,481,45.37,no,0,5
planta 1,16,45.5,si,10,5
planta 1,453,45.63,no,0,5
planta 1,81,45.8,si,1,5
planta 1,65,45.9,si,4,5
planta 1,332,45.9,no,0,5
planta 1,176,46,no,0,5
planta 1,352,46,no,0,5
planta 1,157,46.1,si,6,5
planta 1,317,46.2,no,0,5
planta 1,270,46.3,si,5,5
planta 1,516,46.42,no,0,5
planta 1,340,46.54,si,1,5
planta 1,204,46.8,si,1,5
planta 1,260,46.9,si,4,5
planta 1,274,47,si,6,5
planta 1,40,47.3,no,0,5
planta 1,258,47.3,no,0,5
planta 1,203,47.4,si,2,5
planta 1,72,47.7,si,10,5
planta 1,195,47.7,si,2,5
planta 1,273,47.8,si,7,5
planta 1,376,48,no,0,5
planta 1,216,48.1,no,0,5
planta 1,368,48.1,no,0,5
planta 1,240,48.2,si,4,5
planta 1,144,48.3,si,2,5
planta 1,327,48.4,si,16,5
planta 1,343,48.5,no,0,5
planta 1,51,48.6,no,0,5
planta 1,77,48.6,no,0,5
planta 1,305,48.7,no,0,5
planta 1,217,48.8,no,0,5
planta 1,234,48.8,si,5,5
planta 1,163,48.89,no,0,5
planta 1,480,49.1,no,0,5
planta 1,467,49.3,si,3,5
planta 1,154,49.4,no,0,5
planta 1,371,49.49,no,0,5
planta 1,183,49.8,si,0,5
planta 1,503,49.8,si,1,5
planta 1,431,49.9,no,0,5
planta 1,382,50,no,0,5
planta 1,262,50.09,no,0,6
planta 1,238,50.2,si,5,6
planta 1,244,50.2,si,7,6
planta 1,109,50.7,si,10,6
planta 1,520,50.85,si,7,6
planta 1,491,50.95,si,1,6
planta 1,293,51.05,no,0,6
planta 1,190,51.2,si,3,6
planta 1,472,51.2,si,10,6
planta 1,198,51.3,si,4,6
planta 1,320,51.6,si,5,6
planta 1,279,51.8,si,12,6
planta 1,493,51.8,no,0,6
planta 1,428,51.87,no,0,6
planta 1,252,52.11,si,4,6
planta 1,241,52.2,si,12,6
planta 1,231,52.3,si,4,6
planta 1,397,52.3,no,0,6
planta 1,59,52.7,si,7,6
planta 1,17,52.9,no,0,6
planta 1,316,52.9,si,1,6
planta 1,369,52.98,no,0,6
planta 1,181,53.4,si,1,6
planta 1,50,53.9,si,6,6
planta 1,164,54.07,si,0,6
planta 1,177,54.1,si,0,6
planta 1,214,54.1,si,10,6
planta 1,496,54.1,si,15,6
planta 1,152,54.3,no,0,6
planta 1,314,54.6,si,0,6
planta 1,318,54.6,si,1,6
planta 1,289,54.7,no,0,6
planta 1,41,55,no,0,6
planta 1,145,55.09,si,5,6
planta 1,99,55.2,si,8,6
planta 1,456,55.2,si,6,6
planta 1,232,55.6,si,15,6
planta 1,344,56,no,0,6
planta 1,473,56,si,10,6
planta 1,76,56.1,si,10,6
planta 1,383,56.2,si,2,6
planta 1,48,56.6,si,12,6
planta 1,210,56.6,no,0,6
planta 1,199,56.7,si,10,6
planta 1,330,57.06,si,5,6
planta 1,387,57.09,no,0,6
planta 1,14,57.2,si,7,6
planta 1,294,57.3,si,1,6
planta 1,329,57.3,si,2,6
planta 1,224,57.8,si,9,6
planta 1,339,58,no,0,6
planta 1,105,58.1,si,20,6
planta 1,243,58.4,si,13,6
planta 1,63,58.8,si,20,6
planta 1,465,58.86,si,7,6
planta 1,172,59,no,0,6
planta 1,384,59,no,0,6
planta 1,416,59.61,no,0,6
planta 1,437,60.09,si,5,7
planta 1,130,61,no,0,7
planta 1,476,61.34,no,0,7
planta 1,61,61.5,si,10,7
planta 1,247,61.5,si,5,7
planta 1,280,61.5,si,10,7
planta 1,179,61.9,no,0,7
planta 1,299,61.9,si,7,7
planta 1,393,62.08,si,8,7
planta 1,517,62.15,no,0,7
planta 1,313,62.3,si,7,7
planta 1,334,62.45,si,20,7
planta 1,78,62.5,si,2,7
planta 1,292,62.5,si,6,7
planta 1,418,62.7,no,0,7
planta 1,438,63.3,si,15,7
planta 1,348,63.37,si,10,7
planta 1,488,63.68,si,10,7
planta 1,226,64,no,0,7
planta 1,46,64.4,si,4,7
planta 1,271,64.6,si,9,7
planta 1,151,65.5,si,10,7
planta 1,324,65.5,no,0,7
planta 1,494,65.5,si,15,7
planta 1,174,65.9,si,7,7
planta 1,309,66,no,0,7
planta 1,103,66.1,si,25,7
planta 1,275,66.4,si,4,7
planta 1,290,66.9,si,2,7
planta 1,359,67,no,0,7
planta 1,449,67,no,0,7
planta 1,389,67.02,no,0,7
planta 1,267,67.09,si,10,7
planta 1,58,67.1,no,0,7
planta 1,478,67.3,si,15,7
planta 1,276,67.4,si,7,7
planta 1,64,67.5,si,10,7
planta 1,187,67.7,si,10,7
planta 1,125,68,no,0,7
planta 1,158,68,si,7,7
planta 1,278,69.1,si,3,7
planta 1,42,69.8,no,0,7
planta 1,149,71,no,0,8
planta 1,380,71,no,0,8
planta 1,136,71.4,si,2,8
planta 1,153,71.5,no,0,8
planta 1,66,71.7,si,25,8
planta 1,185,71.8,si,5,8
planta 1,374,72,no,0,8
planta 1,462,72.75,no,0,8
planta 1,350,73,no,0,8
planta 1,282,73.4,si,7,8
planta 1,239,73.5,si,20,8
planta 1,259,73.5,si,7,8
planta 1,69,73.9,si,20,8
planta 1,70,74.1,si,10,8
planta 1,347,75,no,0,8
planta 1,358,75.1,si,20,8
planta 1,249,75.5,si,0,8
planta 1,265,75.9,si,4,8
planta 1,245,76.4,si,10,8
planta 1,169,76.5,si,5,8
planta 1,257,76.5,si,15,8
planta 1,115,76.9,si,10,8
planta 1,256,76.9,si,8,8
planta 1,255,77.7,si,8,8
planta 1,287,78.9,no,10,8
planta 1,268,79,si,3,8
planta 1,451,79,no,0,8
planta 1,335,80,no,0,8
planta 1,171,80.5,si,10,9
planta 1,489,80.7,si,10,9
planta 1,75,81.2,si,20,9
planta 1,12,81.35,no,0,9
planta 1,156,81.4,no,0,9
planta 1,253,82.02,si,7,9
planta 1,403,83.5,si,10,9
planta 1,263,84,no,0,9
planta 1,349,84,no,0,9
planta 1,55,85.5,si,25,9
planta 1,361,87,no,0,9
planta 1,372,87.8,si,20,9
planta 1,370,88.39,no,0,9
planta 1,295,88.4,si,5,9
planta 1,485,91,no,0,10
planta 1,308,91.2,si,10,10
planta 1,490,91.93,si,20,10
planta 1,501,93,no,0,10
planta 1,242,93.3,si,20,10
planta 1,357,96,no,0,10
planta 10,61,2.1,no,0,1
planta 10,179,3.5,no,0,1
planta 10,177,3.6,no,0,1
planta 10,43,4.3,no,0,1
planta 10,175,4.4,no,0,1
planta 10,60,4.5,no,0,1
planta 10,123,4.8,no,0,1
planta 10,58,4.9,no,0,1
planta 10,71,5,no,0,1
planta 10,59,5.2,no,0,1
planta 10,174,5.2,no,0,1
planta 10,18,5.4,no,0,1
planta 10,69,5.5,no,0,1
planta 10,98,5.6,no,0,1
planta 10,16,6,no,0,1
planta 10,108,6.1,no,0,1
planta 10,119,6.2,no,0,1
planta 10,42,6.3,no,0,1
planta 10,45,6.3,no,0,1
planta 10,30,6.4,no,0,1
planta 10,116,6.5,no,0,1
planta 10,102,6.6,no,0,1
planta 10,13,7,no,0,1
planta 10,35,7,no,0,1
planta 10,118,7,no,0,1
planta 10,107,7.15,no,0,1
planta 10,80,7.2,no,0,1
planta 10,114,7.2,no,0,1
planta 10,37,7.4,no,0,1
planta 10,33,7.5,no,0,1
planta 10,40,7.7,no,0,1
planta 10,17,7.8,no,0,1
planta 10,23,7.9,no,0,1
planta 10,27,8,no,0,1
planta 10,178,8.1,no,0,1
planta 10,112,8.2,no,0,1
planta 10,120,8.4,no,0,1
planta 10,32,8.5,no,0,1
planta 10,122,8.5,no,0,1
planta 10,127,8.6,no,0,1
planta 10,105,8.8,no,0,1
planta 10,20,9.1,no,0,1
planta 10,34,9.1,no,0,1
planta 10,68,9.1,no,0,1
planta 10,109,9.3,no,0,1
planta 10,38,9.6,no,0,1
planta 10,28,9.9,no,0,1
planta 10,57,10,no,0,1
planta 10,25,10.4,no,0,2
planta 10,110,10.5,no,0,2
planta 10,21,10.6,no,0,2
planta 10,129,10.6,no,0,2
planta 10,130,10.7,no,0,2
planta 10,181,11.1,no,0,2
planta 10,96,11.5,no,0,2
planta 10,93,11.6,no,0,2
planta 10,76,12,no,0,2
planta 10,159,12,no,0,2
planta 10,78,12.2,no,0,2
planta 10,14,12.7,no,0,2
planta 10,133,12.8,no,0,2
planta 10,92,13.3,no,0,2
planta 10,115,13.3,no,0,2
planta 10,67,13.5,no,0,2
planta 10,2,13.6,no,0,2
planta 10,19,13.7,no,0,2
planta 10,31,14,no,0,2
planta 10,65,14.5,si,1,2
planta 10,156,14.6,no,0,2
planta 10,47,15.4,no,0,2
planta 10,39,15.6,no,0,2
planta 10,77,15.6,no,0,2
planta 10,79,15.6,no,0,2
planta 10,53,15.7,no,0,2
planta 10,167,15.8,no,0,2
planta 10,104,16,no,0,2
planta 10,4,16.1,no,0,2
planta 10,149,16.2,no,0,2
planta 10,151,16.5,no,0,2
planta 10,90,16.7,no,0,2
planta 10,64,16.8,si,2,2
planta 10,157,16.8,no,0,2
planta 10,55,17,si,1,2
planta 10,132,17.1,no,0,2
planta 10,140,17.5,no,0,2
planta 10,126,17.6,no,0,2
planta 10,5,17.9,no,0,2
planta 10,101,17.9,no,0,2
planta 10,48,18.2,no,0,2
planta 10,3,18.3,no,0,2
planta 10,185,18.3,no,0,2
planta 10,72,18.4,si,1,2
planta 10,36,18.6,no,0,2
planta 10,162,18.6,no,0,2
planta 10,26,18.9,no,0,2
planta 10,41,19,no,0,2
planta 10,139,19,no,0,2
planta 10,6,19.1,no,0,2
planta 10,70,19.4,no,0,2
planta 10,164,19.4,no,0,2
planta 10,131,19.7,no,0,2
planta 10,95,19.9,no,0,2
planta 10,124,20.2,si,2,3
planta 10,74,20.4,no,0,3
planta 10,75,20.4,no,0,3
planta 10,73,20.5,no,0,3
planta 10,49,21.3,si,1,3
planta 10,103,21.5,no,0,3
planta 10,88,21.6,no,0,3
planta 10,125,21.8,no,0,3
planta 10,163,22,no,0,3
planta 10,50,22.2,no,0,3
planta 10,29,22.4,no,0,3
planta 10,168,22.5,no,0,3
planta 10,44,22.7,no,0,3
planta 10,87,23.1,no,0,3
planta 10,154,23.8,no,0,3
planta 10,99,24,no,0,3
planta 10,1,24.1,no,0,3
planta 10,10,24.2,no,0,3
planta 10,121,24.2,no,0,3
planta 10,24,24.3,si,2,3
planta 10,56,24.8,no,0,3
planta 10,100,24.8,no,0,3
planta 10,137,25,no,0,3
planta 10,180,25,no,0,3
planta 10,97,25.7,no,0,3
planta 10,66,26.4,si,7,3
planta 10,63,26.7,no,0,3
planta 10,128,27.4,no,0,3
planta 10,165,27.4,no,0,3
planta 10,11,27.5,si,2,3
planta 10,166,27.7,no,0,3
planta 10,8,27.8,no,0,3
planta 10,113,27.8,no,0,3
planta 10,150,28.1,no,0,3
planta 10,51,28.7,si,2,3
planta 10,94,29.2,no,0,3
planta 10,85,30,si,7,3
planta 10,82,30.11,si,6,4
planta 10,7,30.3,no,0,4
planta 10,170,30.3,si,2,4
planta 10,9,30.8,si,3,4
planta 10,22,30.8,si,11,4
planta 10,148,30.9,si,1,4
planta 10,184,31.9,no,0,4
planta 10,182,32.1,si,1,4
planta 10,160,32.2,no,0,4
planta 10,176,32.2,si,14,4
planta 10,15,32.4,si,10,4
planta 10,138,33,no,0,4
planta 10,147,33.3,si,13,4
planta 10,136,34.4,no,0,4
planta 10,86,35.6,no,0,4
planta 10,62,35.7,si,9,4
planta 10,111,35.9,no,0,4
planta 10,171,36.7,no,0,4
planta 10,12,37.4,si,7,4
planta 10,145,39.4,no,0,4
planta 10,169,39.9,si,13,4
planta 10,135,40.6,si,3,5
planta 10,84,40.7,si,2,5
planta 10,52,40.9,si,21,5
planta 10,54,41.1,si,2,5
planta 10,172,41.2,si,3,5
planta 10,142,41.8,si,18,5
planta 10,117,42,no,0,5
planta 10,183,43.13,si,3,5
planta 10,143,43.6,no,0,5
planta 10,152,45,si,4,5
planta 10,81,47.4,si,5,5
planta 10,83,47.4,si,1,5
planta 10,158,50.7,si,1,6
planta 10,146,53,si,14,6
planta 10,153,54.2,no,0,6
planta 10,91,55.6,no,0,6
planta 10,141,58.9,si,7,6
planta 10,46,59.4,si,2,6
planta 10,89,60.9,no,0,7
planta 10,134,64.4,si,1,7
planta 10,106,66.1,si,12,7
planta 10,155,66.6,si,5,7
planta 10,161,76.3,si,3,8
planta 10,144,77.1,si,5,8
planta 10,173,87.4,si,9,9
planta 11,62,2.06,no,0,1
planta 11,80,2.14,no,0,1
planta 11,85,2.23,no,0,1
planta 11,86,2.25,no,0,1
planta 11,82,2.34,no,0,1
planta 11,87,2.59,no,0,1
planta 11,89,2.68,no,0,1
planta 11,24,2.88,no,0,1
planta 11,88,3.51,no,0,1
planta 11,39,3.76,no,0,1
planta 11,90,3.9,no,0,1
planta 11,56,4.02,no,0,1
planta 11,77,4.29,no,0,1
planta 11,13,4.58,no,0,1
planta 11,8,4.64,no,0,1
planta 11,7,4.66,no,0,1
planta 11,64,4.78,no,0,1
planta 11,55,4.82,no,0,1
planta 11,70,4.85,no,0,1
planta 11,29,4.88,no,0,1
planta 11,47,5.06,no,0,1
planta 11,59,5.09,no,0,1
planta 11,68,5.14,no,0,1
planta 11,11,5.23,no,0,1
planta 11,51,5.3,no,0,1
planta 11,60,5.35,no,0,1
planta 11,42,5.44,no,0,1
planta 11,61,5.46,no,0,1
planta 11,4,5.49,no,0,1
planta 11,25,5.66,no,0,1
planta 11,31,6.14,no,0,1
planta 11,40,6.38,no,0,1
planta 11,48,6.69,no,0,1
planta 11,2,6.76,no,0,1
planta 11,76,6.9,no,0,1
